GAME_ID,WINNER,MATCHUP
0026903010,HOME,SEA @ NYK
0026900001,HOME,SEA @ ATL
0026900002,HOME,CHI @ BLT
0026900003,AWAY,NYK @ CIN
0026900004,HOME,SDR @ PHX
0026900006,AWAY,CIN @ BOS
0026900007,AWAY,NYK @ CHI
0026900005,HOME,LAL @ PHL
0026900012,HOME,PHX @ ATL
0026900014,HOME,LAL @ NYK
0026900011,HOME,BOS @ BLT
0026900013,HOME,DET @ MIL
0026900010,AWAY,PHL @ CIN
0026900009,AWAY,SDR @ SFW
0026900008,HOME,SEA @ CHI
0026900015,HOME,SEA @ MIL
0026903013,HOME,PHX @ NYK
0026900017,HOME,BOS @ DET
0026900016,AWAY,LAL @ BLT
0026900021,AWAY,SFW @ ATL
0026900020,AWAY,MIL @ SDR
0026900018,HOME,PHX @ PHL
0026900019,AWAY,LAL @ CIN
0026900022,AWAY,SFW @ NYK
0026900025,HOME,MIL @ LAL
0026900026,AWAY,ATL @ BOS
0026900027,AWAY,NYK @ DET
0026900024,AWAY,CHI @ PHX
0026900023,HOME,CIN @ BLT
0026900031,AWAY,DET @ ATL
0026900030,HOME,MIL @ SFW
0026900032,HOME,BLT @ NYK
0026900029,AWAY,LAL @ SEA
0026900028,AWAY,PHX @ SDR
0026900033,AWAY,CIN @ PHL
0026900034,HOME,CHI @ LAL
0026900035,AWAY,MIL @ PHX
0026903012,HOME,ATL @ NYK
0026900037,AWAY,BLT @ DET
0026900036,AWAY,CHI @ SEA
0026900038,AWAY,BOS @ MIL
0026900039,HOME,SDR @ ATL
0026900041,AWAY,CHI @ SFW
0026900040,AWAY,PHL @ BLT
0026900042,HOME,SDR @ NYK
0026900044,AWAY,MIL @ DET
0026900043,HOME,CIN @ PHX
0026900048,HOME,BLT @ CHI
0026900047,HOME,SDR @ BOS
0026900046,HOME,CIN @ SEA
0026900045,AWAY,MIL @ PHL
0026900052,HOME,CIN @ SFW
0026903000,HOME,MIL @ NYK
0026900051,HOME,SDR @ DET
0026900050,AWAY,BOS @ PHL
0026900049,AWAY,ATL @ BLT
0026900053,AWAY,CIN @ LAL
0026900054,HOME,SEA @ ATL
0026900055,AWAY,NYK @ MIL
0026900056,HOME,CHI @ PHL
0026900058,AWAY,SEA @ DET
0026900057,HOME,SFW @ BLT
0026900059,AWAY,NYK @ PHX
0026900061,HOME,BOS @ ATL
0026900060,AWAY,BLT @ PHL
0026900062,HOME,SDR @ CIN
0026900064,AWAY,SFW @ CIN
0026900063,AWAY,ATL @ CHI
0026900066,AWAY,PHX @ LAL
0026900069,AWAY,SFW @ BOS
0026900067,HOME,SEA @ BLT
0026900068,AWAY,NYK @ SDR
0026900065,HOME,PHL @ DET
0026900073,HOME,SFW @ ATL
0026900074,HOME,BOS @ CHI
0026900072,HOME,DET @ MIL
0026900071,AWAY,SEA @ PHL
0026900070,HOME,BLT @ CIN
0026900077,AWAY,NYK @ LAL
0026900075,HOME,DET @ PHX
0026900076,AWAY,BLT @ MIL
0026900078,HOME,CHI @ ATL
0026900079,HOME,SFW @ SDR
0026900083,AWAY,DET @ LAL
0026900081,HOME,PHL @ ATL
0026900080,AWAY,MIL @ BOS
0026900082,AWAY,NYK @ SFW
0026900084,HOME,SEA @ CHI
0026900085,HOME,DET @ SDR
0026900086,HOME,BOS @ CIN
0026900087,HOME,DET @ SEA
0026900088,AWAY,PHL @ PHX
0026903001,HOME,CHI @ NYK
0026900089,HOME,PHX @ LAL
0026900092,AWAY,BLT @ BOS
0026900091,AWAY,ATL @ SFW
0026900090,HOME,SEA @ SDR
0026900093,HOME,CHI @ MIL
0026900100,HOME,BOS @ NYK
0026900095,HOME,MIL @ BLT
0026900094,HOME,PHL @ SEA
0026900098,HOME,SFW @ CHI
0026900096,HOME,ATL @ SDR
0026900097,HOME,LAL @ PHX
0026900099,AWAY,DET @ CIN
0026900101,HOME,PHL @ LAL
0026900103,HOME,ATL @ PHX
0026900102,HOME,SFW @ MIL
0026900108,HOME,MIL @ SFW
0026900106,HOME,PHL @ CHI
0026900107,AWAY,LAL @ DET
0026900105,HOME,PHX @ BOS
0026900104,HOME,SDR @ BLT
0026903002,HOME,CIN @ NYK
0026900112,HOME,CHI @ BOS
0026900109,HOME,PHX @ BLT
0026900111,AWAY,ATL @ SEA
0026900110,AWAY,SDR @ PHL
0026900113,AWAY,LAL @ CIN
0026900119,HOME,SDR @ LAL
0026900117,HOME,BOS @ SFW
0026900118,AWAY,ATL @ DET
0026900115,HOME,PHX @ BLT
0026900116,AWAY,MIL @ SEA
0026900120,AWAY,NYK @ PHL
0026900114,HOME,CHI @ CIN
0026900122,AWAY,PHL @ ATL
0026900125,AWAY,LAL @ SFW
0026900123,HOME,PHX @ NYK
0026900121,HOME,BOS @ SDR
0026900124,HOME,MIL @ CHI
0026900128,AWAY,BLT @ LAL
0026900127,AWAY,BOS @ SEA
0026900126,HOME,PHX @ CIN
0026900129,HOME,SEA @ SDR
0026900130,AWAY,CIN @ MIL
0026900135,HOME,LAL @ NYK
0026900134,HOME,CHI @ DET
0026900133,AWAY,SFW @ SEA
0026900132,HOME,ATL @ MIL
0026900131,AWAY,BLT @ PHX
0026900139,AWAY,NYK @ ATL
0026900137,AWAY,PHL @ BOS
0026900138,AWAY,CHI @ DET
0026900140,HOME,LAL @ MIL
0026900136,AWAY,SFW @ SDR
0026900141,AWAY,BLT @ SFW
0026900143,AWAY,SFW @ LAL
0026900145,AWAY,ATL @ BOS
0026900142,HOME,SDR @ CHI
0026900146,HOME,DET @ PHL
0026900144,AWAY,NYK @ CIN
0026900148,HOME,CIN @ ATL
0026900150,AWAY,BOS @ BLT
0026900147,HOME,PHX @ SEA
0026900149,AWAY,PHL @ MIL
0026903004,AWAY,DET @ NYK
0026900152,HOME,SEA @ PHX
0026900154,HOME,SDR @ MIL
0026900153,HOME,PHL @ CIN
0026900151,AWAY,CHI @ LAL
0026900157,HOME,DET @ SFW
0026900158,HOME,SEA @ NYK
0026900159,HOME,CIN @ BLT
0026900156,HOME,CHI @ PHX
0026900155,AWAY,MIL @ PHL
0026900162,HOME,BLT @ BOS
0026900163,AWAY,DET @ SFW
0026900160,HOME,CHI @ SDR
0026900161,AWAY,SEA @ CIN
0026900164,HOME,SEA @ ATL
0026900165,HOME,LAL @ PHX
0026900168,HOME,DET @ LAL
0026900171,AWAY,PHL @ BOS
0026900169,HOME,SDR @ SFW
0026900170,AWAY,NYK @ BLT
0026900167,HOME,CHI @ PHX
