GAME_ID,WINNER,MATCHUP
0025600001,AWAY,BOS @ NYK
0025600004,HOME,MNL @ STL
0025600003,HOME,FTW @ ROC
0025600002,HOME,PHW @ SYR
0025600005,HOME,MNL @ FTW
0025600006,HOME,ROC @ SYR
0025600007,HOME,ROC @ MNL
0025600008,AWAY,NYK @ BOS
0025600010,HOME,FTW @ PHW
0025600011,HOME,STL @ SYR
0025600009,AWAY,MNL @ ROC
0025600012,HOME,ROC @ MNL
0025600014,AWAY,STL @ SYR
0025600013,AWAY,NYK @ FTW
0025600015,HOME,NYK @ STL
0025600016,HOME,PHW @ ROC
0025600017,AWAY,ROC @ PHW
0025600018,HOME,MNL @ BOS
0025600019,HOME,NYK @ PHW
0025600020,HOME,FTW @ STL
0025600021,HOME,SYR @ ROC
0025600022,HOME,PHW @ NYK
0025600025,HOME,STL @ FTW
0025600023,AWAY,BOS @ SYR
0025600024,HOME,MNL @ ROC
0025600026,HOME,ROC @ STL
0025600027,HOME,BOS @ MNL
0025600028,HOME,NYK @ ROC
0025600031,HOME,ROC @ PHW
0025600030,HOME,BOS @ FTW
0025600029,AWAY,MNL @ SYR
0025600032,HOME,MNL @ PHW
0025600035,HOME,ROC @ BOS
0025600033,HOME,SYR @ PHW
0025600034,HOME,FTW @ STL
0025600039,HOME,STL @ NYK
0025600036,AWAY,FTW @ MNL
0025600037,HOME,PHW @ SYR
0025600038,AWAY,BOS @ ROC
0025600040,HOME,SYR @ STL
0025600042,HOME,PHW @ BOS
0025600043,HOME,STL @ ROC
0025600041,HOME,NYK @ FTW
0025600045,AWAY,BOS @ PHW
0025600046,HOME,SYR @ MNL
0025600044,HOME,ROC @ FTW
0025600048,HOME,SYR @ BOS
0025600050,AWAY,ROC @ NYK
0025600049,HOME,FTW @ PHW
0025600047,AWAY,MNL @ STL
0025600051,AWAY,STL @ MNL
0025600053,HOME,PHW @ FTW
0025600052,HOME,NYK @ ROC
0025600054,HOME,FTW @ NYK
0025600055,HOME,PHW @ MNL
0025600057,HOME,SYR @ ROC
0025600056,AWAY,BOS @ STL
0025600058,HOME,MNL @ BOS
0025600059,AWAY,FTW @ SYR
0025600060,HOME,FTW @ BOS
0025600061,HOME,NYK @ PHW
0025600064,HOME,FTW @ BOS
0025600062,HOME,SYR @ NYK
0025600063,AWAY,PHW @ STL
0025600065,HOME,MNL @ ROC
0025600067,HOME,PHW @ MNL
0025600066,HOME,NYK @ SYR
0025600068,HOME,STL @ BOS
0025600070,HOME,MNL @ NYK
0025600069,HOME,FTW @ SYR
0025600073,HOME,ROC @ NYK
0025600072,HOME,STL @ MNL
0025600071,HOME,BOS @ PHW
0025600074,HOME,SYR @ FTW
0025600075,HOME,MNL @ BOS
0025600077,HOME,SYR @ FTW
0025600076,AWAY,NYK @ STL
0025600078,HOME,STL @ NYK
0025600079,HOME,PHW @ ROC
0025600082,AWAY,NYK @ MNL
0025600080,HOME,BOS @ SYR
0025600081,AWAY,ROC @ FTW
0025600083,AWAY,STL @ NYK
0025600085,HOME,FTW @ BOS
0025600084,HOME,MNL @ PHW
0025600088,AWAY,ROC @ BOS
0025600087,HOME,STL @ PHW
0025600086,HOME,NYK @ MNL
0025600090,HOME,STL @ BOS
0025600089,AWAY,PHW @ SYR
0025600091,AWAY,NYK @ ROC
0025600093,HOME,ROC @ MNL
0025600092,HOME,BOS @ PHW
0025600095,HOME,NYK @ FTW
0025600094,HOME,STL @ SYR
0025600096,HOME,BOS @ NYK
0025600097,HOME,FTW @ STL
0025600098,HOME,ROC @ MNL
0025600100,HOME,STL @ BOS
0025600099,HOME,MNL @ ROC
0025600102,AWAY,PHW @ NYK
0025600103,HOME,BOS @ FTW
0025600101,HOME,MNL @ SYR
0025600107,HOME,BOS @ PHW
0025600106,HOME,FTW @ MNL
0025600105,HOME,SYR @ ROC
0025600104,AWAY,STL @ NYK
0025600108,HOME,PHW @ BOS
0025600109,HOME,ROC @ FTW
0025600112,HOME,ROC @ BOS
0025600113,HOME,NYK @ PHW
0025600111,HOME,MNL @ FTW
0025600110,HOME,SYR @ STL
0025600115,AWAY,STL @ MNL
0025600116,HOME,FTW @ ROC
0025600114,AWAY,SYR @ PHW
0025600120,HOME,ROC @ NYK
0025600119,HOME,SYR @ BOS
0025600117,HOME,PHW @ FTW
0025600118,HOME,MNL @ STL
0025600123,HOME,PHW @ BOS
0025600121,HOME,NYK @ SYR
0025600122,HOME,STL @ ROC
0025600124,HOME,SYR @ NYK
0025600126,HOME,STL @ PHW
0025600125,HOME,MNL @ FTW
0025600128,HOME,STL @ PHW
0025600127,HOME,BOS @ SYR
0025600129,HOME,NYK @ FTW
0025600130,AWAY,PHW @ ROC
0025600133,HOME,FTW @ BOS
0025600132,AWAY,NYK @ MNL
0025600131,HOME,PHW @ SYR
0025600134,AWAY,ROC @ STL
0025600135,HOME,BOS @ NYK
0025600137,HOME,MNL @ FTW
0025600136,HOME,PHW @ ROC
0025600138,HOME,SYR @ MNL
0025600141,HOME,STL @ NYK
0025600140,HOME,ROC @ PHW
0025600139,AWAY,MNL @ SYR
0025600142,AWAY,BOS @ FTW
0025600145,HOME,FTW @ MNL
0025600146,HOME,NYK @ PHW
0025600143,HOME,BOS @ STL
0025600144,AWAY,SYR @ ROC
0025600147,HOME,PHW @ NYK
0025600149,HOME,BOS @ MNL
0025600148,HOME,STL @ FTW
0025600150,HOME,ROC @ SYR
0025600151,AWAY,STL @ ROC
0025600153,HOME,MNL @ NYK
0025600152,AWAY,SYR @ PHW
0025600154,HOME,FTW @ STL
0025600155,HOME,STL @ BOS
0025600156,HOME,SYR @ PHW
0025600157,HOME,FTW @ NYK
0025600158,AWAY,STL @ SYR
0025600159,AWAY,BOS @ ROC
0025600163,HOME,NYK @ BOS
0025600160,HOME,ROC @ MNL
0025600162,HOME,FTW @ SYR
0025600161,HOME,PHW @ STL
0025600164,HOME,SYR @ NYK
0025600165,HOME,STL @ FTW
0025600166,HOME,SYR @ BOS
0025600168,HOME,NYK @ PHW
0025600167,HOME,ROC @ MNL
0025600169,HOME,FTW @ STL
0025600171,HOME,STL @ PHW
0025600170,HOME,NYK @ SYR
0025600172,HOME,MNL @ BOS
0025600173,HOME,ROC @ STL
0025600174,HOME,MNL @ NYK
0025600175,HOME,PHW @ FTW
0025600176,AWAY,SYR @ ROC
0025600179,AWAY,BOS @ PHW
0025600178,HOME,MNL @ SYR
0025600180,HOME,ROC @ STL
0025600177,HOME,NYK @ FTW
0025600182,HOME,PHW @ BOS
0025600181,HOME,MNL @ SYR
0025600183,HOME,PHW @ NYK
0025600184,HOME,MNL @ BOS
0025600185,AWAY,FTW @ STL
0025600186,AWAY,SYR @ BOS
0025600187,HOME,ROC @ NYK
0025600190,AWAY,PHW @ NYK
0025600188,AWAY,FTW @ MNL
0025600189,HOME,BOS @ SYR
0025600191,HOME,FTW @ ROC
0025600192,AWAY,BOS @ NYK
0025600193,HOME,SYR @ PHW
0025600195,HOME,FTW @ ROC
0025600194,AWAY,STL @ MNL
0025600197,HOME,NYK @ BOS
0025600196,HOME,ROC @ PHW
0025600198,HOME,FTW @ SYR
0025600199,HOME,MNL @ STL
0025600200,HOME,PHW @ FTW
0025600202,AWAY,ROC @ NYK
0025600201,AWAY,BOS @ SYR
0025600203,AWAY,PHW @ STL
0025600207,HOME,FTW @ BOS
0025600206,HOME,SYR @ NYK
0025600204,HOME,PHW @ MNL
0025600205,HOME,STL @ ROC
0025600208,HOME,STL @ SYR
0025600209,HOME,BOS @ NYK
0025600210,HOME,STL @ PHW
0025600213,AWAY,SYR @ NYK
0025600212,HOME,FTW @ MNL
0025600211,HOME,BOS @ ROC
0025600215,HOME,MNL @ FTW
0025600214,HOME,NYK @ SYR
0025600217,HOME,ROC @ STL
0025600216,HOME,PHW @ BOS
0025600218,HOME,SYR @ STL
0025600219,AWAY,MNL @ STL
0025600220,HOME,BOS @ MNL
0025600221,HOME,FTW @ PHW
0025600222,AWAY,NYK @ ROC
0025600224,HOME,NYK @ MNL
0025600223,HOME,BOS @ FTW
0025600225,AWAY,ROC @ SYR
0025600227,HOME,MNL @ PHW
0025600226,AWAY,BOS @ STL
0025600228,HOME,MNL @ NYK
0025600229,AWAY,FTW @ ROC
0025600231,HOME,NYK @ PHW
0025600233,HOME,ROC @ FTW
