GAME_ID,WINNER,MATCHUP
0028600003,HOME,WAS @ BOS
0028600006,AWAY,MIL @ DET
0028600009,HOME,GOS @ PHX
0028600001,AWAY,SEA @ POR
0028600005,HOME,LAC @ SAC
0028600007,HOME,SAN @ DEN
0028600004,HOME,NYK @ NJN
0028600008,HOME,UTH @ DAL
0028600002,HOME,IND @ PHL
0028600010,HOME,NJN @ ATL
0028600015,HOME,DEN @ GOS
0028600014,AWAY,CHI @ NYK
0028600020,HOME,SAC @ SEA
0028600018,HOME,LAL @ HOU
0028600012,HOME,BOS @ MIL
0028600019,HOME,WAS @ CLE
0028600013,HOME,POR @ UTH
0028600011,HOME,DAL @ SAN
0028600017,HOME,DET @ IND
0028600016,HOME,PHX @ LAC
0028600022,AWAY,CHI @ CLE
0028600021,AWAY,ATL @ PHL
0028600024,HOME,NYK @ GOS
0028600028,HOME,MIL @ ATL
0028600031,HOME,NJN @ WAS
0028600027,AWAY,LAL @ SEA
0028600032,HOME,SAN @ CHI
0028600026,HOME,POR @ PHX
0028600029,AWAY,HOU @ SAC
0028600023,HOME,NYK @ DEN
0028600030,HOME,LAC @ DAL
0028600025,HOME,PHL @ IND
0028600036,HOME,IND @ BOS
0028600034,HOME,POR @ GOS
0028600035,HOME,WAS @ DET
0028600038,HOME,CLE @ UTH
0028600033,AWAY,SAN @ NJN
0028600037,HOME,MIL @ PHL
0028600040,AWAY,DAL @ SEA
0028600042,AWAY,LAC @ HOU
0028600041,AWAY,NYK @ SAC
0028600039,HOME,UTH @ DEN
0028600043,HOME,DEN @ LAL
0028600045,HOME,PHX @ ATL
0028600047,AWAY,CLE @ GOS
0028600044,HOME,CHI @ DET
0028600050,AWAY,BOS @ WAS
0028600046,AWAY,MIL @ NJN
0028600049,HOME,DAL @ POR
0028600048,HOME,SAN @ PHL
0028600051,HOME,WAS @ ATL
0028600054,HOME,NYK @ SEA
0028600052,HOME,SAC @ HOU
0028600056,HOME,PHX @ CHI
0028600057,HOME,DET @ MIL
0028600055,HOME,SAN @ IND
0028600053,AWAY,CLE @ LAC
0028600058,HOME,NYK @ LAL
0028600059,AWAY,PHL @ POR
0028600061,HOME,PHX @ NYK
0028600062,HOME,SAN @ HOU
0028600065,HOME,ATL @ CHI
0028600067,HOME,IND @ MIL
0028600064,HOME,GOS @ POR
0028600069,HOME,CLE @ SAC
0028600060,HOME,DAL @ UTH
0028600063,HOME,DEN @ LAC
0028600066,HOME,BOS @ NJN
0028600068,AWAY,PHL @ SEA
0028600071,HOME,SEA @ LAL
0028600072,HOME,MIL @ BOS
0028600074,HOME,PHX @ DET
0028600070,HOME,CHI @ WAS
0028600075,AWAY,SAC @ DEN
0028600073,HOME,HOU @ DAL
0028600078,HOME,LAC @ UTH
0028600079,HOME,CLE @ SAN
0028600076,AWAY,IND @ NJN
0028600077,HOME,PHL @ GOS
0028600080,AWAY,ATL @ DET
0028600081,AWAY,BOS @ CHI
0028600084,HOME,NYK @ MIL
0028600085,HOME,LAC @ POR
0028600082,HOME,DAL @ DEN
0028600083,HOME,PHL @ PHX
0028600089,AWAY,SEA @ GOS
0028600090,HOME,WAS @ NYK
0028600088,AWAY,BOS @ DET
0028600091,AWAY,PHX @ SAN
0028600087,HOME,DEN @ UTH
0028600093,HOME,MIL @ IND
0028600092,AWAY,ATL @ NJN
0028600086,HOME,CLE @ DAL
0028600097,HOME,UTH @ POR
0028600094,HOME,SAC @ LAL
0028600098,HOME,IND @ WAS
0028600096,HOME,CLE @ HOU
0028600095,AWAY,PHL @ LAC
