GAME_ID,EVENTNUM,PERIOD,TIME,SCORINGTEAM,HOMEMARGIN,SCORE,SIDE,POINTS
0021800001,273,2,1730,HOME,2,33 - 35,HOME,33
0021800001,275,2,1713,AWAY,5,33 - 38,AWAY,38
0021800001,280,2,1686,HOME,4,34 - 38,HOME,34
0021800001,298,2,1649,HOME,2,36 - 38,HOME,36
0021800001,300,2,1641,AWAY,5,36 - 41,AWAY,41
0021800001,306,2,1605,HOME,3,38 - 41,HOME,38
0021800001,308,2,1584,AWAY,5,38 - 43,AWAY,43
0021800001,310,2,1562,HOME,3,40 - 43,HOME,40
0021800001,325,2,1502,AWAY,5,40 - 45,AWAY,45
0021800001,329,2,1484,HOME,3,42 - 45,HOME,42
0021800001,334,2,1444,AWAY,5,42 - 47,AWAY,47
0021800001,346,3,1414,AWAY,7,42 - 49,AWAY,49
0021800001,349,3,1396,HOME,5,44 - 49,HOME,44
0021800001,353,3,1385,AWAY,6,45 - 51,AWAY,51
0021800001,359,3,1366,AWAY,7,45 - 52,AWAY,52
0021800001,360,3,1396,HOME,4,45 - 49,HOME,45
0021800001,361,3,1366,AWAY,8,45 - 53,AWAY,53
0021800001,378,3,1311,AWAY,11,45 - 56,AWAY,56
0021800001,388,3,1272,HOME,9,47 - 56,HOME,47
0021800001,390,3,1263,AWAY,12,47 - 59,AWAY,59
0021800001,398,3,1214,AWAY,14,47 - 61,AWAY,61
0021800001,402,3,1190,HOME,12,49 - 61,HOME,49
0021800001,407,3,1170,HOME,9,52 - 61,HOME,52
0021800001,411,3,1138,HOME,7,54 - 61,HOME,54
0021800001,422,3,1070,HOME,4,57 - 61,HOME,57
0021800001,428,3,1042,AWAY,6,57 - 63,AWAY,63
0021800001,437,3,1042,AWAY,7,57 - 64,AWAY,64
0021800001,444,3,984,HOME,5,59 - 64,HOME,59
0021800001,460,3,925,AWAY,7,59 - 66,AWAY,66
0021800001,468,3,911,HOME,6,60 - 66,HOME,60
0021800001,472,3,911,HOME,5,61 - 66,HOME,61
0021800001,473,3,899,AWAY,7,61 - 68,AWAY,68
0021800001,474,3,877,HOME,5,63 - 68,HOME,63
0021800001,482,3,843,AWAY,7,63 - 70,AWAY,70
0021800001,483,3,822,HOME,5,65 - 70,HOME,65
0021800001,484,3,801,AWAY,7,65 - 72,AWAY,72
0021800001,487,3,793,HOME,6,66 - 72,HOME,66
0021800001,500,3,765,AWAY,7,66 - 73,AWAY,73
0021800001,505,3,765,AWAY,9,66 - 75,AWAY,75
0021800001,508,3,747,AWAY,11,66 - 77,AWAY,77
0021800001,525,4,700,HOME,10,67 - 77,HOME,67
0021800001,526,4,687,AWAY,13,67 - 80,AWAY,80
0021800001,530,4,659,AWAY,15,67 - 82,AWAY,82
0021800001,537,4,639,HOME,13,69 - 82,HOME,69
0021800001,539,4,621,AWAY,16,69 - 85,AWAY,85
0021800001,545,4,604,HOME,15,70 - 85,HOME,70
0021800001,557,4,542,AWAY,17,70 - 87,AWAY,87
0021800001,564,4,521,HOME,15,72 - 87,HOME,72
0021800001,565,4,500,AWAY,17,72 - 89,AWAY,89
0021800001,573,4,462,HOME,15,74 - 89,HOME,74
0021800001,582,4,436,HOME,12,77 - 89,HOME,77
0021800001,586,4,423,AWAY,15,77 - 92,AWAY,92
0021800001,588,4,404,HOME,13,79 - 92,HOME,79
0021800001,590,4,397,AWAY,15,79 - 94,AWAY,94
0021800001,598,4,359,HOME,13,81 - 94,HOME,81
0021800001,607,4,359,HOME,12,82 - 94,HOME,82
0021800001,613,4,344,HOME,11,83 - 94,HOME,83
0021800001,632,4,268,HOME,10,84 - 94,HOME,84
0021800001,637,4,268,HOME,9,85 - 94,HOME,85
0021800001,638,4,245,AWAY,11,85 - 96,AWAY,96
0021800001,655,4,179,AWAY,14,85 - 99,AWAY,99
0021800001,663,4,154,AWAY,15,85 - 100,AWAY,100
0021800001,664,4,141,HOME,13,87 - 100,HOME,87
0021800001,670,4,99,AWAY,16,87 - 103,AWAY,103
0021800001,708,4,38,AWAY,18,87 - 105,AWAY,105
0021800002,10,1,2851,AWAY,3,0 - 3,AWAY,3
0021800002,16,1,2817,AWAY,5,0 - 5,AWAY,5
0021800002,24,1,2768,HOME,3,2 - 5,HOME,2
0021800002,28,1,2768,HOME,2,3 - 5,HOME,3
0021800002,29,1,2758,AWAY,4,3 - 7,AWAY,7
0021800002,35,1,2740,HOME,3,4 - 7,HOME,4
0021800002,46,1,2693,AWAY,6,4 - 10,AWAY,10
0021800002,50,1,2673,HOME,5,5 - 10,HOME,5
0021800002,51,1,2673,HOME,4,6 - 10,HOME,6
0021800002,52,1,2662,AWAY,6,6 - 12,AWAY,12
0021800002,56,1,2652,HOME,5,7 - 12,HOME,7
0021800002,57,1,2652,HOME,4,8 - 12,HOME,8
0021800002,58,1,2637,AWAY,6,8 - 14,AWAY,14
0021800002,68,1,2605,AWAY,7,8 - 15,AWAY,15
0021800002,70,1,2605,AWAY,8,8 - 16,AWAY,16
0021800002,74,1,2567,HOME,5,11 - 16,HOME,11
0021800002,86,1,2543,HOME,4,12 - 16,HOME,12
0021800002,87,1,2543,HOME,3,13 - 16,HOME,13
0021800002,88,1,2533,AWAY,5,13 - 18,AWAY,18
0021800002,95,1,2503,AWAY,7,13 - 20,AWAY,20
0021800002,98,1,2485,HOME,5,15 - 20,HOME,15
0021800002,116,1,2434,HOME,4,16 - 20,HOME,16
0021800002,128,1,2422,AWAY,6,16 - 22,AWAY,22
0021800002,130,1,2402,HOME,4,18 - 22,HOME,18
0021800002,131,1,2386,AWAY,6,18 - 24,AWAY,24
0021800002,137,1,2376,HOME,5,19 - 24,HOME,19
0021800002,138,1,2360,AWAY,7,19 - 26,AWAY,26
0021800002,145,1,2329,AWAY,10,19 - 29,AWAY,29
0021800002,165,1,2264,AWAY,11,19 - 30,AWAY,30
0021800002,166,1,2264,AWAY,12,19 - 31,AWAY,31
0021800002,173,1,2230,HOME,10,21 - 31,HOME,21
0021800002,177,1,2201,HOME,8,23 - 31,HOME,23
0021800002,193,2,2140,HOME,7,24 - 31,HOME,24
0021800002,196,2,2121,AWAY,8,25 - 33,AWAY,33
0021800002,198,2,2140,HOME,6,25 - 31,HOME,25
0021800002,201,2,2121,AWAY,9,25 - 34,AWAY,34
0021800002,204,2,2095,AWAY,12,25 - 37,AWAY,37
0021800002,211,2,2068,HOME,10,27 - 37,HOME,27
0021800002,216,2,2041,HOME,8,29 - 37,HOME,29
0021800002,233,2,1979,AWAY,9,29 - 38,AWAY,38
0021800002,234,2,1979,AWAY,10,29 - 39,AWAY,39
0021800002,245,2,1950,HOME,8,31 - 39,HOME,31
0021800002,249,2,1927,AWAY,10,31 - 41,AWAY,41
0021800002,250,2,1920,HOME,7,34 - 41,HOME,34
0021800002,258,2,1894,HOME,5,36 - 41,HOME,36
0021800002,278,2,1831,AWAY,7,36 - 43,AWAY,43
0021800002,286,2,1811,HOME,6,37 - 43,HOME,37
0021800002,293,2,1805,AWAY,9,37 - 46,AWAY,46
0021800002,299,2,1772,HOME,7,39 - 46,HOME,39
0021800002,300,2,1749,AWAY,9,39 - 48,AWAY,48
0021800002,325,2,1682,AWAY,10,39 - 49,AWAY,49
0021800002,326,2,1682,AWAY,11,39 - 50,AWAY,50
0021800002,327,2,1669,AWAY,13,39 - 52,AWAY,52
0021800002,342,2,1624,AWAY,14,39 - 53,AWAY,53
0021800002,343,2,1614,HOME,12,41 - 53,HOME,41
0021800002,351,2,1581,HOME,11,42 - 53,HOME,42
0021800002,362,2,1539,HOME,9,44 - 53,HOME,44
0021800002,366,2,1521,HOME,6,47 - 53,HOME,47
0021800002,368,2,1503,AWAY,8,47 - 55,AWAY,55
0021800002,370,2,1559,AWAY,9,47 - 56,AWAY,56
0021800002,371,2,1559,AWAY,10,47 - 57,AWAY,57
0021800002,397,3,1430,HOME,8,49 - 57,HOME,49
0021800002,401,3,1391,HOME,6,51 - 57,HOME,51
0021800002,408,3,1362,AWAY,8,51 - 59,AWAY,59
0021800002,410,3,1348,HOME,5,54 - 59,HOME,54
0021800002,417,3,1320,HOME,3,56 - 59,HOME,56
0021800002,418,3,1307,AWAY,6,56 - 62,AWAY,62
0021800002,420,3,1285,HOME,4,58 - 62,HOME,58
0021800002,423,3,1268,AWAY,6,58 - 64,AWAY,64
0021800002,426,3,1246,HOME,3,61 - 64,HOME,61
0021800002,428,3,1229,AWAY,5,61 - 66,AWAY,66
0021800002,430,3,1218,HOME,2,64 - 66,HOME,64
0021800002,434,3,1204,HOME,-1,67 - 66,HOME,67
0021800002,442,3,1156,HOME,-3,69 - 66,HOME,69
0021800002,448,3,1138,AWAY,-1,69 - 68,AWAY,68
0021800002,453,3,1107,AWAY,1,69 - 70,AWAY,70
0021800002,455,3,1099,HOME,-1,71 - 70,HOME,71
0021800002,456,3,1079,AWAY,1,71 - 72,AWAY,72
0021800002,470,3,1040,AWAY,4,71 - 75,AWAY,75
0021800002,490,3,982,HOME,3,72 - 75,HOME,72
0021800002,502,3,938,HOME,0,75 - 75,HOME,75
0021800002,519,3,874,AWAY,2,75 - 77,AWAY,77
0021800002,525,3,846,AWAY,4,75 - 79,AWAY,79
0021800002,537,3,791,AWAY,6,75 - 81,AWAY,81
0021800002,540,3,779,HOME,5,76 - 81,HOME,76
0021800002,553,3,744,HOME,2,79 - 81,HOME,79
0021800002,555,3,721,AWAY,4,79 - 83,AWAY,83
0021800002,572,4,694,HOME,3,80 - 83,HOME,80
0021800002,573,4,694,HOME,2,81 - 83,HOME,81
0021800002,574,4,682,AWAY,4,81 - 85,AWAY,85
0021800002,576,4,660,HOME,2,83 - 85,HOME,83
0021800002,590,4,619,HOME,0,85 - 85,HOME,85
0021800002,595,4,598,AWAY,2,85 - 87,AWAY,87
0021800002,603,4,561,HOME,1,86 - 87,HOME,86
0021800002,607,4,561,HOME,0,87 - 87,HOME,87
0021800002,610,4,552,AWAY,1,87 - 88,AWAY,88
0021800002,611,4,552,AWAY,2,87 - 89,AWAY,89
0021800002,639,4,472,AWAY,4,87 - 91,AWAY,91
0021800002,642,4,455,HOME,2,89 - 91,HOME,89
0021800002,645,4,426,AWAY,4,89 - 93,AWAY,93
0021800002,654,4,384,AWAY,6,89 - 95,AWAY,95
0021800002,656,4,367,HOME,4,91 - 95,HOME,91
0021800002,669,4,335,AWAY,6,91 - 97,AWAY,97
0021800002,682,4,268,HOME,3,94 - 97,HOME,94
0021800002,684,4,252,AWAY,5,94 - 99,AWAY,99
0021800002,713,4,143,HOME,4,95 - 99,HOME,95
0021800002,714,4,143,HOME,3,96 - 99,HOME,96
0021800002,723,4,117,HOME,2,97 - 99,HOME,97
0021800002,724,4,106,AWAY,4,97 - 101,AWAY,101
0021800002,727,4,106,AWAY,5,97 - 102,AWAY,102
0021800002,728,4,87,HOME,3,99 - 102,HOME,99
0021800002,730,4,66,AWAY,5,99 - 104,AWAY,104
0021800002,737,4,24,AWAY,7,99 - 106,AWAY,106
0021800002,751,4,14,AWAY,8,99 - 107,AWAY,107
0021800002,752,4,14,AWAY,9,99 - 108,AWAY,108
0021800002,757,4,6,HOME,8,100 - 108,HOME,100
0021800003,7,1,2867,HOME,-2,2 - 0,HOME,2
0021800003,11,1,2867,HOME,-3,3 - 0,HOME,3
0021800003,14,1,2851,HOME,-5,5 - 0,HOME,5
0021800003,15,1,2838,AWAY,-3,5 - 2,AWAY,2
0021800003,16,1,2822,HOME,-6,8 - 2,HOME,8
0021800003,23,1,2778,AWAY,-3,8 - 5,AWAY,5
0021800003,25,1,2760,HOME,-6,11 - 5,HOME,11
0021800003,29,1,2737,HOME,-9,14 - 5,HOME,14
0021800003,32,1,2724,AWAY,-6,14 - 8,AWAY,8
0021800003,36,1,2695,AWAY,-3,14 - 11,AWAY,11
0021800003,46,1,2674,HOME,-4,15 - 11,HOME,15
0021800003,55,1,2632,HOME,-6,17 - 11,HOME,17
0021800003,67,1,2566,HOME,-9,20 - 11,HOME,20
0021800003,98,1,2457,AWAY,-7,20 - 13,AWAY,13
0021800003,100,1,2436,HOME,-10,23 - 13,HOME,23
0021800003,105,1,2410,HOME,-12,25 - 13,HOME,25
0021800003,109,1,2389,HOME,-15,28 - 13,HOME,28
0021800003,123,1,2353,AWAY,-14,28 - 14,AWAY,14
0021800003,124,1,2353,AWAY,-13,28 - 15,AWAY,15
0021800003,127,1,2346,AWAY,-11,28 - 17,AWAY,17
0021800003,132,1,2326,HOME,-13,30 - 17,HOME,30
0021800003,133,1,2313,AWAY,-11,30 - 19,AWAY,19
0021800003,137,1,2299,AWAY,-9,30 - 21,AWAY,21
0021800003,144,1,2247,HOME,-10,31 - 21,HOME,31
0021800003,149,1,2233,AWAY,-8,31 - 23,AWAY,23
0021800003,154,1,2200,HOME,-11,34 - 23,HOME,34
0021800003,162,1,2162,HOME,-13,36 - 23,HOME,36
0021800003,176,2,2135,HOME,-16,39 - 23,HOME,39
0021800003,180,2,2112,HOME,-19,42 - 23,HOME,42
0021800003,184,2,2093,AWAY,-18,42 - 24,AWAY,24
0021800003,197,2,2061,HOME,-20,44 - 24,HOME,44
0021800003,199,2,2038,AWAY,-17,44 - 27,AWAY,27
0021800003,205,2,2006,AWAY,-15,44 - 29,AWAY,29
0021800003,210,2,1972,HOME,-17,46 - 29,HOME,46
0021800003,230,2,1935,HOME,-20,49 - 29,HOME,49
0021800003,232,2,1920,AWAY,-18,49 - 31,AWAY,31
0021800003,235,2,1898,AWAY,-15,49 - 34,AWAY,34
0021800003,237,2,1881,HOME,-17,51 - 34,HOME,51
0021800003,239,2,1858,AWAY,-14,51 - 37,AWAY,37
0021800003,253,2,1833,AWAY,-13,51 - 38,AWAY,38
0021800003,258,2,1816,HOME,-15,53 - 38,HOME,53
0021800003,267,2,1780,HOME,-17,55 - 38,HOME,55
0021800003,286,2,1713,AWAY,-15,55 - 40,AWAY,40
0021800003,289,2,1698,HOME,-16,56 - 40,HOME,56
0021800003,290,2,1698,HOME,-17,57 - 40,HOME,57
0021800003,293,2,1698,HOME,-18,58 - 40,HOME,58
0021800003,294,2,1687,AWAY,-15,58 - 43,AWAY,43
0021800003,299,2,1665,AWAY,-13,58 - 45,AWAY,45
0021800003,303,2,1654,HOME,-16,61 - 45,HOME,61
0021800003,314,2,1612,HOME,-18,63 - 45,HOME,63
0021800003,321,2,1564,AWAY,-16,63 - 47,AWAY,47
0021800003,323,2,1549,HOME,-18,65 - 47,HOME,65
0021800003,327,2,1540,AWAY,-17,65 - 48,AWAY,48
0021800003,332,2,1540,AWAY,-16,65 - 49,AWAY,49
0021800003,339,2,1511,AWAY,-14,65 - 51,AWAY,51
0021800003,351,2,1462,HOME,-16,67 - 51,HOME,67
0021800003,353,2,1442,AWAY,-13,67 - 54,AWAY,54
0021800003,374,3,1401,HOME,-15,69 - 54,HOME,69
0021800003,380,3,1364,AWAY,-13,69 - 56,AWAY,56
0021800003,387,3,1329,HOME,-15,71 - 56,HOME,71
0021800003,388,3,1302,AWAY,-13,71 - 58,AWAY,58
0021800003,393,3,1275,HOME,-14,72 - 58,HOME,72
0021800003,398,3,1275,HOME,-15,73 - 58,HOME,73
0021800003,400,3,1258,HOME,-18,76 - 58,HOME,76
0021800003,402,3,1240,AWAY,-16,76 - 60,AWAY,60
0021800003,411,3,1195,AWAY,-14,76 - 62,AWAY,62
0021800003,415,3,1162,AWAY,-12,76 - 64,AWAY,64
0021800003,416,3,1136,HOME,-14,78 - 64,HOME,78
0021800003,431,3,1088,AWAY,-12,78 - 66,AWAY,66
0021800003,432,3,1066,HOME,-15,81 - 66,HOME,81
0021800003,435,3,1032,HOME,-17,83 - 66,HOME,83
0021800003,436,3,1011,AWAY,-14,83 - 69,AWAY,69
0021800003,450,3,986,HOME,-16,85 - 69,HOME,85
0021800003,458,3,938,AWAY,-14,85 - 71,AWAY,71
0021800003,473,3,908,AWAY,-11,85 - 74,AWAY,74
0021800003,482,3,870,HOME,-13,87 - 74,HOME,87
0021800003,486,3,843,HOME,-15,89 - 74,HOME,89
0021800003,487,3,831,AWAY,-13,89 - 76,AWAY,76
0021800003,490,3,817,AWAY,-11,89 - 78,AWAY,78
0021800003,495,3,777,HOME,-13,91 - 78,HOME,91
0021800003,504,3,756,HOME,-14,92 - 78,HOME,92
0021800003,509,3,756,HOME,-15,93 - 78,HOME,93
0021800003,512,3,749,AWAY,-14,93 - 79,AWAY,79
0021800003,519,3,749,AWAY,-13,93 - 80,AWAY,80
0021800003,522,3,721,AWAY,-10,93 - 83,AWAY,83
0021800003,536,4,685,HOME,-12,95 - 83,HOME,95
0021800003,545,4,667,AWAY,-11,95 - 84,AWAY,84
0021800003,548,4,652,HOME,-13,97 - 84,HOME,97
0021800003,550,4,626,AWAY,-10,97 - 87,AWAY,87
0021800003,551,4,616,HOME,-12,99 - 87,HOME,99
0021800003,552,4,604,AWAY,-9,99 - 90,AWAY,90
0021800003,565,4,539,AWAY,-7,99 - 92,AWAY,92
0021800003,573,4,519,HOME,-9,101 - 92,HOME,101
0021800003,576,4,506,AWAY,-8,101 - 93,AWAY,93
0021800003,577,4,506,AWAY,-7,101 - 94,AWAY,94
0021800003,586,4,463,AWAY,-5,101 - 96,AWAY,96
0021800003,592,4,426,AWAY,-3,101 - 98,AWAY,98
0021800003,600,4,383,AWAY,0,101 - 101,AWAY,101
0021800003,608,4,359,HOME,-3,104 - 101,HOME,104
0021800003,612,4,341,AWAY,0,104 - 104,AWAY,104
0021800003,616,4,287,HOME,-2,106 - 104,HOME,106
0021800003,626,4,213,HOME,-4,108 - 104,HOME,108
0021800003,645,4,161,HOME,-5,109 - 104,HOME,109
0021800003,649,4,161,HOME,-6,110 - 104,HOME,110
0021800003,652,4,152,AWAY,-5,110 - 105,AWAY,105
0021800003,661,4,106,AWAY,-3,110 - 107,AWAY,107
0021800003,668,4,60,HOME,-4,111 - 107,HOME,111
0021800003,672,4,54,AWAY,-1,111 - 110,AWAY,110
0021800003,683,4,36,AWAY,0,111 - 111,AWAY,111
0021800003,684,4,36,AWAY,1,111 - 112,AWAY,112
0021800003,691,4,23,HOME,0,112 - 112,HOME,112
0021800003,698,4,23,HOME,-1,113 - 112,HOME,113
0021800004,14,1,2848,HOME,-2,2 - 0,HOME,2
0021800004,28,1,2790,HOME,-4,4 - 0,HOME,4
0021800004,31,1,2765,HOME,-6,6 - 0,HOME,6
0021800004,36,1,2728,HOME,-8,8 - 0,HOME,8
0021800004,45,1,2694,AWAY,-6,8 - 2,AWAY,2
0021800004,47,1,2682,HOME,-8,10 - 2,HOME,10
0021800004,62,1,2629,AWAY,-7,11 - 4,AWAY,4
0021800004,64,1,2616,HOME,-9,13 - 4,HOME,13
0021800004,66,1,2591,AWAY,-7,13 - 6,AWAY,6
0021800004,75,1,2643,HOME,-9,11 - 2,HOME,11
0021800004,81,1,2505,HOME,-9,15 - 6,HOME,15
0021800004,82,1,2489,AWAY,-7,15 - 8,AWAY,8
0021800004,95,1,2458,AWAY,-4,15 - 11,AWAY,11
0021800004,98,1,2445,HOME,-7,18 - 11,HOME,18
0021800004,108,1,2386,AWAY,-5,18 - 13,AWAY,13
0021800004,109,1,2379,HOME,-7,20 - 13,HOME,20
0021800004,117,1,2350,AWAY,-6,20 - 14,AWAY,14
0021800004,118,1,2350,AWAY,-5,20 - 15,AWAY,15
0021800004,119,1,2330,HOME,-7,22 - 15,HOME,22
0021800004,121,1,2310,HOME,-10,25 - 15,HOME,25
0021800004,122,1,2286,AWAY,-8,25 - 17,AWAY,17
0021800004,123,1,2272,HOME,-10,27 - 17,HOME,27
0021800004,127,1,2248,HOME,-12,29 - 17,HOME,29
0021800004,142,1,2220,AWAY,-10,29 - 19,AWAY,19
0021800004,146,1,2196,AWAY,-8,29 - 21,AWAY,21
0021800004,150,1,2165,AWAY,-5,29 - 24,AWAY,24
0021800004,173,2,2085,AWAY,-3,29 - 26,AWAY,26
0021800004,176,2,2067,AWAY,-1,29 - 28,AWAY,28
0021800004,182,2,2033,HOME,-3,31 - 28,HOME,31
0021800004,184,2,2019,AWAY,0,31 - 31,AWAY,31
0021800004,186,2,2009,HOME,-2,33 - 31,HOME,33
0021800004,197,2,1985,HOME,-4,35 - 31,HOME,35
0021800004,199,2,1970,AWAY,-3,35 - 32,AWAY,32
0021800004,202,2,1944,HOME,-5,37 - 32,HOME,37
0021800004,211,2,1930,AWAY,-3,37 - 34,AWAY,34
0021800004,215,2,1930,AWAY,-2,37 - 35,AWAY,35
0021800004,216,2,1908,HOME,-4,39 - 35,HOME,39
0021800004,218,2,1896,AWAY,-2,39 - 37,AWAY,37
0021800004,232,2,1855,HOME,-3,40 - 37,HOME,40
0021800004,233,2,1855,HOME,-4,41 - 37,HOME,41
0021800004,244,2,1778,AWAY,-2,41 - 39,AWAY,39
0021800004,258,2,1746,AWAY,0,41 - 41,AWAY,41
0021800004,263,2,1737,HOME,-1,42 - 41,HOME,42
0021800004,278,2,1700,HOME,-2,43 - 41,HOME,43
0021800004,284,2,1667,AWAY,0,43 - 43,AWAY,43
0021800004,287,2,1645,AWAY,2,43 - 45,AWAY,45
0021800004,293,2,1608,HOME,0,45 - 45,HOME,45
0021800004,298,2,1589,AWAY,2,45 - 47,AWAY,47
0021800004,300,2,1567,HOME,-1,48 - 47,HOME,48
0021800004,302,2,1551,AWAY,1,48 - 49,AWAY,49
0021800004,310,2,1528,HOME,0,49 - 49,HOME,49
0021800004,313,2,1519,AWAY,1,49 - 50,AWAY,50
0021800004,314,2,1519,AWAY,2,49 - 51,AWAY,51
0021800004,324,2,1450,HOME,0,51 - 51,HOME,51
0021800004,338,3,1408,AWAY,2,51 - 53,AWAY,53
0021800004,339,3,1391,HOME,-1,54 - 53,HOME,54
0021800004,345,3,1359,HOME,-2,55 - 53,HOME,55
0021800004,346,3,1359,HOME,-3,56 - 53,HOME,56
0021800004,347,3,1338,AWAY,-1,56 - 55,AWAY,55
0021800004,356,3,1315,AWAY,0,56 - 56,AWAY,56
0021800004,359,3,1306,AWAY,2,56 - 58,AWAY,58
0021800004,366,3,1270,AWAY,4,56 - 60,AWAY,60
0021800004,369,3,1246,AWAY,6,56 - 62,AWAY,62
0021800004,375,3,1218,AWAY,7,56 - 63,AWAY,63
0021800004,376,3,1218,AWAY,8,56 - 64,AWAY,64
0021800004,377,3,1205,HOME,6,58 - 64,HOME,58
0021800004,379,3,1196,AWAY,9,58 - 67,AWAY,67
0021800004,383,3,1189,HOME,8,59 - 67,HOME,59
0021800004,386,3,1189,HOME,7,60 - 67,HOME,60
0021800004,391,3,1159,AWAY,9,60 - 69,AWAY,69
0021800004,395,3,1159,AWAY,10,60 - 70,AWAY,70
0021800004,402,3,1107,AWAY,13,60 - 73,AWAY,73
0021800004,411,3,1090,HOME,11,62 - 73,HOME,62
0021800004,416,3,1090,HOME,10,63 - 73,HOME,63
0021800004,423,3,1057,AWAY,11,63 - 74,AWAY,74
0021800004,428,3,1034,AWAY,13,63 - 76,AWAY,76
0021800004,439,3,987,HOME,11,65 - 76,HOME,65
0021800004,444,3,954,AWAY,13,65 - 78,AWAY,78
0021800004,445,3,942,HOME,11,67 - 78,HOME,67
0021800004,453,3,942,HOME,10,68 - 78,HOME,68
0021800004,465,3,899,HOME,8,70 - 78,HOME,70
0021800004,469,3,884,AWAY,9,70 - 79,AWAY,79
0021800004,474,3,884,AWAY,10,70 - 80,AWAY,80
0021800004,478,3,862,HOME,8,72 - 80,HOME,72
0021800004,486,3,804,HOME,6,74 - 80,HOME,74
0021800004,497,3,755,HOME,4,76 - 80,HOME,76
0021800004,506,3,743,AWAY,5,76 - 81,AWAY,81
0021800004,511,3,720,AWAY,6,76 - 82,AWAY,82
0021800004,516,3,720,AWAY,7,76 - 83,AWAY,83
0021800004,528,4,681,HOME,5,78 - 83,HOME,78
0021800004,529,4,665,AWAY,8,78 - 86,AWAY,86
0021800004,531,4,650,HOME,6,80 - 86,HOME,80
0021800004,543,4,588,AWAY,8,80 - 88,AWAY,88
0021800004,544,4,578,HOME,6,82 - 88,HOME,82
0021800004,553,4,558,HOME,5,83 - 88,HOME,83
0021800004,567,4,484,HOME,3,85 - 88,HOME,85
0021800004,584,4,448,AWAY,4,85 - 89,AWAY,89
0021800004,591,4,407,AWAY,6,85 - 91,AWAY,91
0021800004,593,4,382,HOME,4,87 - 91,HOME,87
0021800004,600,4,339,HOME,3,88 - 91,HOME,88
0021800004,607,4,298,HOME,1,90 - 91,HOME,90
0021800004,611,4,266,HOME,-1,92 - 91,HOME,92
0021800004,613,4,246,AWAY,1,92 - 93,AWAY,93
0021800004,615,4,230,HOME,-1,94 - 93,HOME,94
0021800004,619,4,204,AWAY,1,94 - 95,AWAY,95
0021800004,627,4,178,AWAY,3,94 - 97,AWAY,97
0021800004,634,4,120,AWAY,5,94 - 99,AWAY,99
0021800004,640,4,99,HOME,3,96 - 99,HOME,96
0021800004,642,4,88,AWAY,5,96 - 101,AWAY,101
0021800004,645,4,80,HOME,4,97 - 101,HOME,97
0021800004,648,4,74,HOME,1,100 - 101,HOME,100
0021800004,675,4,6,AWAY,2,100 - 102,AWAY,102
0021800004,678,4,6,AWAY,3,100 - 103,AWAY,103
0021800005,11,1,2839,AWAY,2,0 - 2,AWAY,2
0021800005,24,1,2756,HOME,0,2 - 2,HOME,2
0021800005,29,1,2735,AWAY,2,2 - 4,AWAY,4
0021800005,35,1,2699,AWAY,4,2 - 6,AWAY,6
0021800005,38,1,2687,HOME,2,4 - 6,HOME,4
0021800005,57,1,2585,HOME,0,6 - 6,HOME,6
